Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-07-10T08:39:02.328,E3B2 69DF, A,E1,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T08:40:04.510,28FA 24FF, 4,CD,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:22:27.492,134B 4B52, C,2E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:22:32.449,330B 0A42, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:22:33.440,334B 4B42, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:22:34.431,334B 4B52, C,5D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:22:36.414,234B 4352, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:22:37.406,334B 4B52, C,3E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:22:38.397,324B 4B42, C,4F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:22:43.353,134A 4B52, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:22:47.318,334B 4B52, C,5D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:23:30.937,334B 4952, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:24:11.523,334B 4B52, C,DB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:06.937,5566 4B43, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:09.745,334B 4B52, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:11.713,334B 2D66, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:15.855,334B FFFE, C,6F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:17.838,334B 4B52, C,3E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:23.785,334B 4B52, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:25.768,334B 4B52, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:29.734,3348 4A52, C,4F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:33.699,334B 4B52, C,2D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:38.654,134B 4B50, C,4F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:41.628,334B 0B52, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:43.610,334B 4B52, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:44.601,334B 4B52, C,8E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:47.576,334B 4B52, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:50.551,334B 4B52, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:27:55.509,234B 4A52, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:28:02.451,324B 4952, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:28:18.315,314B 4B52, C,4F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:14.335,3343 4B52, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:16.315,334B 4B52, C,CB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:17.305,334B 4B52, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:18.294,334B 4B52, C,DA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:36.612,334B 4B52, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:37.599,334B 4B52, C,FB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:40.551,334B 4B52, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:48.811,337F FFE0, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:49.798,334B 4B52, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:50.783,334B 4B52, D,2B,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:51.767,334B 4B52, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:30:59.826,334B 4FFF, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:31:00.813,334B 4B52, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:31:01.800,334B 4B52, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:31:02.786,334B 4B52, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:31:03.770,334B 4B52, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:31:04.755,334B 4B52, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:31:05.738,334B 4B52, C,FB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:34:41.588,334B 4BFF, C,DA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:36:56.721,5566 4B4B, C,FB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:37:12.781,5566 4B4B, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:37:35.596,5526 4B4B, C,4D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:37:37.578,66CC AAAA, C,AC,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:37:49.528,66CC 8000, C,AB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:37:50.532,5566 4B4B, C,9E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:37:56.893,5566 4B4B, C,6C,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:39:28.888,5566 4B4B, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:39:40.806,66CC AA8A, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:40:18.676,66CC AAAA, C,9D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:42:20.463,5566 4B4B, C,9D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:03.069,3341 4252, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:04.063,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:05.056,4B52 0B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:06.050,4B52 4B2D, D,0A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:07.043,4B52 4B2D, C,DA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:08.037,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:09.031,4B52 4B2D, D,0A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:10.025,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:11.019,4B52 4B2D, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:12.013,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:13.006,4B52 4B2D, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:14.988,4B52 4B2D, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:21.882,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:22.876,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:23.870,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:24.864,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:25.857,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:26.849,4B52 4B2D, D,0A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:27.378,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:27.839,5466 524C, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:28.829,4B52 4B2D, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:29.824,4B52 4B2D, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:31.346,4B52 4B2D, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:31.812,5566 520C, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:32.806,4B52 4B2D, D,0A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:34.795,4B52 4B2D, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:35.789,4B52 4B2D, D,0B,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:36.782,4B52 4B2D, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:38.760,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:40.736,4B52 4B2D, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:41.722,4B52 4B2D, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:49.180,4B53 FFFF, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:50.169,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:43:51.156,4B52 4B2D, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:03.116,4BFF FF00, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:04.111,4B52 4B2D, D,0A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:05.105,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:06.100,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:07.094,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:08.088,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:09.083,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:10.077,4B52 4B2D, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:11.072,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:12.066,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:13.060,4B52 0B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:14.054,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:15.048,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:16.042,4B52 4B2D, D,0A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:18.031,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:19.025,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:20.019,4B52 4B2D, D,0A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:21.013,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:22.007,4B52 4B2D, D,0A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:23.001,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:23.995,4B52 4B2D, C,DA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:24.989,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:25.983,4B52 4B2D, D,1A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:26.977,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:27.972,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:28.966,4B52 4B2D, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:29.961,4B52 4B2D, C,DB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:30.955,4B52 4B2D, C,EA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:31.950,4B52 4B2D, D,19,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:32.944,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:33.938,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:34.589,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:34.933,5566 524C, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:35.577,4B52 4B2D, C,D9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:35.927,5146 504C, C,7E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:36.920,4B52 4B2D, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:37.911,4B52 4B2D, C,D9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:44:38.900,4B52 4B2D, C,E9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:58:23.402,4B52 4B2D, C,DA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:58:47.937,5162 0342, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T13:58:48.922,5566 524C, C,DA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:06.230,5567 FFFF, C,CD,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:07.221,334B 4B52, C,3E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:09.203,314B 4B52, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:11.185,334B 4B52, C,5D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:13.167,334B 4B52, C,7F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:14.158,3343 4B52, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:20.105,234B 4B52, C,3D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:26.049,334B 4B52, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:27.040,334B 4B52, C,8C,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:28.031,3343 4B52, C,8F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:30.013,334B 4B42, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:34.969,334B 4B52, C,AB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:36.952,334B 4B52, C,AC,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:00:40.906,334B 4B52, C,8C,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:01:21.479,334B 4B00, C,7C,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:01:22.462,3249 4A12, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:02:03.037,E000 0000, C,9A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:02:12.042,334B 4B42, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:02:19.648,134B 4B52, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:02:20.657,5566 4B4B, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:02:22.666,5566 4B4B, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:03:13.738,5566 3FFF, C,5F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:03:26.845,5566 4B4B, C,9C,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:03:43.898,5562 4B49, C,6F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:03:50.957,5566 4B4B, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:03:55.630,5566 524C, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:03:56.637,5566 4B4B, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:04:00.654,5566 4B4B, C,8F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:04:15.916,5566 43FF, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:04:18.890,334B 4B52, C,7E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:04:24.832,334B 4B52, C,AD,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:04:30.775,334B 4B52, C,6C,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:04:31.777,5566 4B4B, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:04:46.163,5566 4B4F, C,9E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:04:48.171,5564 4B4B, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:04:49.173,5566 4B4B, C,7E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:05:12.231,5FFF FC00, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:05:13.223,3343 4B52, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:05:14.214,334B 4B52, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:05:59.408,334B 4B52, C,5D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:06:00.400,334B 4B52, C,7C,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:39.468,334B 4B52, C,4D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:40.460,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:41.454,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:42.447,4B52 4B2D, D,19,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:43.441,4B52 4B2D, D,19,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:44.433,4B52 4B2D, D,29,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:45.424,4B52 4B2D, D,28,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:46.415,4B52 4B2D, D,29,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:47.404,4B52 4B2D, D,29,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:48.391,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:10:49.378,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:11:02.228,4B5F FFFE, D,08,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:11:03.218,4B52 4B2D, D,19,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:11:04.207,4B52 4B2D, D,2A,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:11:05.197,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:11:06.184,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:11:53.688,4B3F FFE0, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:11:54.679,4B52 4B2D, D,09,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:11:55.668,4B52 4B2D, D,19,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:11:56.655,4B52 4B2D, C,F9,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:12:51.043,4B3F FFFC, C,FA,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:27:46.727,4B52 4B2D, C,DB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:27:48.736,334B 4B52, C,5D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:28:00.827,334B 4B42, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:28:03.782,3343 4B52, C,3E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:28:10.087,334B 4BFF, C,7F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:28:11.075,3349 4B50, C,6F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:28:48.678,334B 0B52, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:01.563,3349 0210, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:02.554,2308 0310, C,3F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:08.501,2303 4B50, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:15.439,334B 4912, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:17.422,3349 4B52, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:20.395,334B 4B52, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:24.360,334B 4A52, C,7E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:32.288,334B 4B52, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:38.235,3303 4B42, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:29:57.167,334B 4B52, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:30:04.816,3208 4D5D, C,2F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:30:06.788,334B 4342, C,5D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:30:16.668,234B 4B42, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:30:20.610,334A 4B52, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:30:29.560,3343 4B52, C,4D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:30:30.548,334B 4B52, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:30:44.819,3343 0952, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:30:53.839,030B 4352, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:31:06.533,134B 4352, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:31:08.506,334B 4A52, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:31:18.842,334B 4952, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:31:29.306,334B 0B52, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:31:31.279,334B 4B50, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:31:32.263,334B 4B52, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:32:26.549,334B 4B6F, C,6E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:32:27.535,334B 4A12, C,5D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:32:29.503,334B 4B52, C,5D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:33:02.302,3DFF DC00, C,5F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:33:03.289,334B 4B52, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:33:16.495,334B 4B52, C,3E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:33:25.893,334B 4B50, C,5F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:33:48.637,334B 4A10, C,2F,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:33:50.611,330B 4B52, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:34:05.262,334B 4B52, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:34.236,4B52 4BC0, C,9D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:42.271,334B 4B52, C,BB,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:43.261,334B 4B52, C,8E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:44.250,334B 4B52, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:45.240,334B 4B52, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:46.230,334B 4B52, C,8D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:54.157,334B 4B12, C,5E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:55.147,334B 4952, C,4E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:56.138,334B 4B52, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:57.129,334B 4B52, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:58.120,334B 4B52, C,6D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:35:59.111,334B 4B52, C,9D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:36:00.102,334B 4B52, C,7C,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:36:02.083,334B 4352, C,7D,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:36:05.055,334B 4B52, C,7E,2015-07-10T08:39:01.646,ASL/16/3937*23

2015-07-10T14:36:06.045,334B 4B52, C,4D,2015-07-10T08:39:01.646,ASL/16/3937*23

