Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-09-06T10:18:39.958,E392 615E, A,E1,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T10:18:45.581,00BA 24FF, 4,CD,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:36:53.544,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:00.451,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:01.441,5566 4B2A, C,BC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:02.430,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:03.417,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:04.403,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:11.497,5566 4BFF, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:12.486,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:13.474,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:14.461,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:15.447,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:22.605,553F FFE0, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:24.583,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:25.570,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:34.395,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:35.383,5566 4B2A, C,8B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:36.370,5566 4B2A, C,7C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:37.356,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:44.269,57FF FE00, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:46.246,5566 4B2A, D,0A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:48.219,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:55.011,5566 7FFF, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:56.000,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:56.989,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:57.976,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:37:58.962,5566 4B2A, D,18,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:05.816,5566 4B2B, D,19,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:06.806,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:07.794,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:08.781,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:09.767,5566 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:16.807,557F FFC0, C,8D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:17.797,5566 4B2A, D,0A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:19.771,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:30.023,1566 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:31.010,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:31.996,5566 4B2A, C,9A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:38.913,557F FFF0, C,AC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:39.904,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:40.895,5566 4B2A, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:42.875,5566 4B2A, C,8B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:43.866,5566 4B2A, C,DC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:44.856,5566 4B2A, C,8B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:45.846,5566 4B2A, C,8D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:46.835,5566 4B2A, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:49.796,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:54.907,557F FFE0, C,AD,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:55.898,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:56.889,5566 4B2A, D,0A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:57.878,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:58.867,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:38:59.854,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:01.828,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:09.232,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:10.222,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:11.211,5566 4B2A, D,29,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:19.236,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:20.091,5566 4B2A, D,18,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:20.226,66CC D2AD, E,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:22.202,5566 4B2A, D,29,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:23.189,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:24.175,5566 4B2A, C,7C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:30.229,5566 4B2F, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:31.219,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:32.207,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:33.195,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:34.181,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:40.976,5566 4FFF, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:41.965,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:42.953,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:43.940,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:44.926,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:51.786,5567 FFFC, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:52.775,5566 4B2A, C,9A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:39:55.736,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:02.349,557F FFF0, C,CD,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:03.339,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:04.328,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:05.315,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:06.301,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:07.287,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:07.588,5567 FFFE, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:08.591,5566 4B4B, E,59,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:14.026,553F FF80, E,5A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:15.015,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:16.003,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:16.990,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:17.976,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:24.654,5FFF FC00, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:25.643,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:27.619,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:28.605,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:29.591,5566 4B2A, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:36.396,5567 FFFF, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:37.385,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:38.373,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:39.360,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:40.346,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:47.026,5567 FFFE, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:48.016,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:49.004,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:49.992,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:56.916,5566 4B3F, D,29,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:58.894,5566 4B2A, C,7D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:40:59.882,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:00.869,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:01.700,5566 4B2A, C,FB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:01.855,334B 4B52, 1,68,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:02.691,5566 4B00, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:02.841,334B 4B52, 2,08,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:03.681,5566 7FFF, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:04.673,334B 4B52, F,88,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:05.322,334B 4B52, 0,A8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:05.661,334B 4B34, F,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:06.303,334B 4B52, 1,28,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:06.647,334B 4B34, F,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:07.283,334B 4B5F, 1,08,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:08.261,334B 4B34, E,D8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:09.032,334B 4B34, F,A8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:10.022,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:11.011,5566 4B2A, C,E8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:11.999,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:12.986,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:13.972,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:19.911,5566 4B3F, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:20.936,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:23.864,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:24.850,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:30.543,5566 4FFF, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:31.533,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:33.510,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:34.497,5566 4B2A, D,08,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:35.484,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:41.856,5566 4B2B, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:42.845,5566 4B2A, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:43.833,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:51.809,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:52.799,5566 4B2A, C,E8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:53.788,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:54.776,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:55.763,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:56.749,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:57.736,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:58.723,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:41:59.710,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:05.843,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:06.833,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:07.822,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:08.810,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:09.797,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:10.782,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:16.475,5566 7FFF, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:17.465,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:18.454,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:19.443,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:20.431,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:22.407,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:23.394,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:31.185,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:32.747,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:33.165,4B52 4B66, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:33.761,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:34.153,4B57 BFF8, C,5F,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:35.142,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:36.131,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:37.121,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:38.110,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:39.099,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:40.089,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:43.053,5566 4B2A, D,0B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:44.041,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:45.029,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:46.017,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:47.005,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:50.960,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:51.950,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:52.938,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:53.926,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:42:54.913,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:02.936,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:04.915,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:05.902,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:06.889,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:10.134,5566 4B2F, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:13.436,0B5F BBD0, C,4F,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:14.425,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:15.413,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:22.945,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:23.141,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:24.923,5566 4B52, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:25.147,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:25.910,5566 4B52, D,D8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:26.896,5566 4B2A, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:28.249,5567 FFFE, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:29.254,5566 4B52, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:31.263,5566 4B52, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:32.270,5566 4B52, E,49,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:33.933,5564 4940, D,FB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:34.922,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:35.910,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:36.897,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:44.549,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:46.526,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:47.513,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:53.683,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:54.673,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:55.663,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:56.653,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:57.642,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:58.631,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:43:59.622,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:00.610,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:01.599,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:02.588,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:03.576,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:04.563,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:05.550,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:07.524,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:08.510,5466 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:14.230,5566 4B3F, C,AC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:16.209,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:17.198,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:18.185,5566 4B2A, C,B9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:19.171,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:24.473,5566 4BFF, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:25.462,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:27.440,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:28.428,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:29.416,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:30.403,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:31.391,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:32.378,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:33.366,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:35.340,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:36.327,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:37.313,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:38.300,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:39.287,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:40.274,5566 4B2A, C,B9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:41.261,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:43.235,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:44.221,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:45.131,5566 4B2F, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:46.110,334B 4B34, 0,58,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:49.157,334B 4B34, 0,48,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:52.126,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:53.115,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T13:44:54.104,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

