Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-11-17T12:36:59.233,E3B2 7BFF, E,E1,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:37:02.701,30FA 24FF, 4,CD,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:42:19.654,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:42:37.035,66FF FF80, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:42:38.015,66AD B4CC, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:42:55.145,67FF FE00, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:42:56.124,66AD B0CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:43:14.234,66FF FF00, C,D9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:43:30.794,66BF FFC0, D,18,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:43:31.774,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:43:48.398,67FF FF00, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:43:49.378,66AD B4CC, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:44:06.576,66FF FF80, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:44:07.556,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:44:25.608,67FF FF00, D,28,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:44:43.061,7FFF FC00, D,28,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:44:44.041,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:45:02.666,67FF F800, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:45:20.885,66FF FF00, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:45:21.865,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:45:40.463,67FF FC00, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:45:41.443,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:46:00.236,67FF FC00, D,18,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:46:01.215,66AD B0CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:46:20.860,67FF FC00, D,18,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:46:39.907,67FF FC00, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:46:40.887,26AD A0CC, C,FC,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:47:00.061,7FFF F000, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:47:01.041,46AD B4CC, D,1C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:47:20.092,67FF FC00, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:47:21.072,46AD B4CC, D,5A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:47:39.880,7FFF F000, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:47:40.860,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:48:01.287,7FFF F000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:48:21.183,7FFF F000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:48:22.162,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:48:42.035,7FFF E000, C,F8,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:48:42.979,66AD B0CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:49:03.862,67FF F800, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:49:23.763,67FF F000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:49:24.742,66AD B40C, D,1C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:49:44.962,7FFF 8000, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:49:45.942,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:50:06.290,7FFF E000, D,08,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:50:07.270,668D B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:50:27.876,7FFF E000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:50:28.855,46AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:50:49.906,7FFF C000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:50:50.886,66AD B4C4, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:51:11.812,7FFF C000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:51:12.792,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:51:33.653,7FFF C000, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:51:34.632,66AD B4CC, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:51:56.006,7FFF C000, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:52:19.283,66A9 B4CC, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:52:40.669,7FFF 8000, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:52:41.648,66AD B4CC, C,FB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:53:03.481,7FFF C000, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:53:04.460,66AD B4CC, C,FC,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:53:25.976,7FFF 8000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:53:26.955,66AD A4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:53:48.412,7FFF 8000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:54:10.976,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:54:11.956,66AD B4CC, C,FC,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:54:33.671,7FFF 8000, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:54:34.650,66AD A4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:54:56.623,7FFF 8000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:54:57.602,66AD B44C, C,FD,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:55:19.448,7FFF 8000, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:55:20.427,66AD B04C, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:55:42.591,7FFF 8000, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:56:06.118,66AD B44C, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:56:07.098,66AD B44C, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:56:29.773,7FFF 8000, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:56:30.753,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:56:54.890,7FFF 8000, C,F8,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:57:17.849,7FFF 0000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:57:18.828,66AC B4CC, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:57:41.759,7FFF 0000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:58:05.991,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:58:30.221,66AD A4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T13:58:54.714,662D B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:00:35.943,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:01:28.775,66AD B4CC, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:01:29.754,66AD B4CC, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:01:55.518,7FFC 0000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:02:22.170,66A5 A4CC, D,4C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:02:49.330,66AD A4CC, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:03:16.974,66AD 94CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:03:44.304,66AD B4CC, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:04:11.376,66AD B4CC, C,DB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:04:38.132,66AC B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:04:39.111,66AD B4CC, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:05:04.569,7FFC 0000, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:05:19.084,66AD 20CC, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:05:31.390,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:05:57.831,66AD B0CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:06:02.106,66AD A4CC, D,49,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:06:24.786,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:06:53.222,662D B4CC, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:07:12.358,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:07:17.870,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:07:28.476,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:07:29.460,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:07:44.062,9FFF 8000, C,D9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:07:45.041,66AD B4CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:07:47.034,7FFC 0000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:07:48.018,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:07:59.040,9FFF 8000, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:08:10.019,5566 4B2A, C,DA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:08:10.127,5566 4B2A, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:08:25.104,62AD A4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:08:36.450,5566 4B2A, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:09:02.773,66AD 84CC, D,3C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:09:03.752,66AD B4CC, D,2C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:09:27.695,7FFC 0000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:09:28.842,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:09:55.167,66AD 94CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:10:08.587,66AD 94CC, D,4C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:10:21.175,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:10:47.441,66AD B4CC, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:11:39.530,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:11:40.511,66AD B4CC, D,1C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:12:04.969,7FFC 0000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:12:30.471,66AD 94CC, C,FB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:12:56.740,46AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:13:23.330,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:13:50.818,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:16:11.372,66AD B4CC, C,FB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:17:35.361,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:18:03.760,66AD B4CC, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:18:32.351,66AD A4CC, D,2C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:19:01.392,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:19:30.429,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:19:59.915,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:20:30.098,66AD B4CC, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:21:01.053,66AD B4CC, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:21:32.136,66AD 94CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:22:03.027,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:22:33.663,66A5 B44C, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:23:04.620,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:23:35.580,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:24:06.154,66AD B40C, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:25:06.401,46AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:25:37.102,668D BC8C, D,2D,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:26:08.575,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:26:40.628,66AD B4CC, D,5B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:27:12.880,66A5 94CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:27:42.821,66AD B4CC, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:28:15.507,66AD B4CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:28:48.445,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:29:21.833,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:29:55.538,66AD 34CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:30:29.696,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:32:15.710,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:33:26.288,66AD 34CC, D,5B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:33:59.891,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:34:33.304,66AD B4CC, D,0C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:35:06.589,66AD B4CC, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:35:40.200,62AD B4CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:36:39.150,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:36:48.007,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:37:12.726,66A5 B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:37:36.654,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:37:56.912,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:38:01.161,66AD B4CC, D,4C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:38:25.671,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:38:31.680,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:38:57.578,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:39:06.901,5566 4B2A, C,DA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:39:42.826,66A9 B4CC, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:40:25.188,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:40:54.616,5566 4B2A, C,DA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:41:16.074,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:41:30.551,5566 4B2A, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:41:35.501,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:41:48.172,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:41:49.157,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:41:56.083,9FFF C000, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:41:57.068,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:02.579,9FFF C000, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:03.565,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:09.074,5566 4B2B, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:10.060,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:11.045,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:15.440,5566 4BFF, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:16.426,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:17.412,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:18.398,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:19.385,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:20.372,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:21.395,5566 4B2A, C,D9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:22.347,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:23.335,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:24.323,5566 4B2A, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:25.311,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:26.299,5566 4B2A, C,D9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:27.288,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:28.277,5566 4B2A, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:30.254,5566 4B2A, C,D9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:31.242,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:32.230,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:34.208,5566 4B2A, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:35.197,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:36.186,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:37.175,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:38.165,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:39.154,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:40.142,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:41.131,5566 4B2A, C,F8,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:42.120,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:43.109,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:44.098,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:45.088,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:46.077,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:47.067,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:48.055,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:50.033,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:51.022,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:52.999,5566 4B2A, C,DA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:53.987,5566 4B2A, C,DA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:54.977,5566 4B2A, C,D9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:55.965,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:56.955,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:58.933,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:42:59.923,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:00.913,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:01.903,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:02.893,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:04.874,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:05.865,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:07.847,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:08.837,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:09.828,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:10.819,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:11.810,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:12.801,5566 4B2A, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:13.793,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:15.776,5566 4B2A, C,DA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:16.767,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:17.759,5566 4B2A, C,D9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:18.750,5566 4B2B, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:19.740,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:20.731,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:21.722,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:22.713,5566 4B2A, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:23.704,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:24.695,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:26.677,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-18T14:43:27.668,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

