Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-10-07T09:14:37.978,E392 69DE, A,E1,2015-10-07T09:14:37.514,ASL/16/3937*2C

2015-10-07T09:14:39.928,00F8 64FF, 4,CD,2015-10-07T09:14:37.514,ASL/16/3937*2C

2015-10-11T10:06:00.647,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:01.628,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:02.596,66AD B4CC, E,6B,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:03.607,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:04.616,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:05.623,5566 6652, D,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:07.589,5566 667F, D,8A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:08.575,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:09.128,66AD B4CC, E,6A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:09.560,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:10.116,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:10.545,5566 4B2A, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:11.102,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:11.529,553F FFE0, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:12.512,66AD B4CC, E,6A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:12.989,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:13.494,5566 6652, D,28,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:13.999,66AD B4CC, E,9A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:14.476,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:15.008,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:15.458,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:16.016,66AD B4CC, E,8A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:16.439,5566 6652, D,89,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:17.022,66AD B7FF, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:18.096,553F FFF0, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:21.856,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:22.841,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:23.337,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:23.826,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:24.325,66AD B4CC, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:24.619,5566 4B2A, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:24.810,5566 6652, D,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:25.311,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:25.630,553F FFC0, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:25.793,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:26.639,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:26.775,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:27.647,66AD B4CF, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:28.654,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:32.702,5567 FFFF, D,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:33.687,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:34.671,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:35.410,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:35.689,5566 6652, D,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:36.420,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:36.634,5566 6652, D,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:37.430,67FF FF80, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:37.547,5566 6652, D,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:38.438,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:38.535,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:39.444,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:39.521,5566 67FF, D,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:42.887,57FF FC00, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:43.873,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:44.856,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:45.163,66AD B4CC, E,6A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:45.839,66CC D2D2, F,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:46.820,66AD B4CC, E,99,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:47.868,66AD BFFF, E,89,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:48.877,5566 6652, D,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:49.884,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:50.891,5566 6652, D,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:51.755,5567 FFFF, D,28,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:52.743,5566 4B2A, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:53.550,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:53.729,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:54.535,553F FFE0, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:55.519,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:56.502,66AD B4CC, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:57.483,66AD B4CC, E,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:58.527,66AD BFFF, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:06:59.537,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:00.546,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:01.554,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:02.560,5566 6652, D,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:03.613,5566 7FFF, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:04.598,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:05.582,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:06.213,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:06.565,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:07.201,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:07.547,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:08.187,66AD 7FFF, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:08.827,553F FFE0, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:09.838,5566 6652, D,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:10.884,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:11.857,5566 6652, D,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:12.426,5566 6652, D,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:12.864,66CC D2D2, F,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:13.794,5566 667F, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:14.779,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:15.763,66AD B4CC, E,9A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:16.745,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:17.726,66AD B4CC, E,6A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:18.956,66AF FFFC, E,6A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:19.967,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:20.670,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:20.977,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:21.658,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:21.986,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:22.644,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:22.994,557F FFC0, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:24.001,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:26.128,5566 67FF, D,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:27.113,66AD B4CC, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:28.096,66AD B4CC, E,88,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:29.077,66AD B4CC, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:30.314,66BF FFF0, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:31.325,5566 6652, D,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:32.335,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:33.379,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:34.351,5566 6652, D,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:35.188,5566 665F, D,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:36.176,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:36.847,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:37.162,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:37.832,557F FFC0, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:38.815,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:39.796,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:40.564,66FF FFE0, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:41.575,5566 6652, D,28,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:42.585,5566 6652, D,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:43.593,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:44.601,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:47.148,5566 665F, D,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:47.836,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:48.133,66CC D2D2, F,3A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:49.116,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:49.706,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:50.097,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:50.694,66AD 7FFF, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:51.425,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:51.680,5566 6652, D,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:52.436,557F FFC0, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:53.445,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:54.455,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:55.461,5566 6652, D,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:58.287,5567 FFFF, D,28,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:07:59.271,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:00.254,66AD B4CC, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:01.235,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:02.281,7FFF F800, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:03.292,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:04.224,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:04.301,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:05.212,5566 6652, D,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:05.309,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:06.198,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:06.315,557F FFC0, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:09.784,5FFF FC00, D,28,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:10.770,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:11.751,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:13.819,66AD B4CF, E,89,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:14.830,5566 6652, D,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:15.839,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:16.846,5566 6652, D,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:18.742,5566 67FF, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:19.730,5566 4B2A, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:20.716,5566 4B2A, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:21.281,557F FFE0, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:22.265,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:23.247,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:26.041,66AD B7FF, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:27.051,5566 6652, D,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:28.059,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:33.258,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:34.246,5566 4B2A, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:34.632,5566 4B2A, E,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:35.232,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:35.616,557F FFC0, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:36.597,66AD B4CC, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:37.424,66AF FFFF, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:41.348,66CC D2D2, F,3A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:42.358,5566 6652, D,08,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:43.366,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:47.265,5567 FFFF, D,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:47.588,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:48.250,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:48.576,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:49.232,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:49.562,66AD B4CF, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:58.763,57FF FC00, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:08:59.747,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:00.730,66AD B4CC, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:01.919,66AD B4CF, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:02.907,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:03.893,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:09.360,553F FFE0, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:10.345,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:11.328,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:12.309,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:16.498,7FFF F800, E,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:17.486,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:18.472,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:19.720,557F FFC0, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:20.705,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:20.971,66AD B4CC, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:21.688,5566 6652, D,28,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:21.980,66AD B4CC, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:22.670,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:29.662,66AD B7FF, E,89,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:30.353,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:30.647,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:31.077,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:31.630,5566 4B2A, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:32.065,66AD B4CC, E,8A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:32.613,5566 4B2A, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:33.051,66AD B4CC, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:33.594,553F FFE0, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:39.662,66AD 7FFF, E,6A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:40.648,66AD B4CC, E,78,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:41.600,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:42.608,5566 6652, D,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:43.597,5566 6652, D,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:45.650,66AD B4CF, E,5B,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:46.639,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:47.624,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:49.243,553F FFE0, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:50.229,66AD B4CC, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:51.213,66AD B4CC, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:52.197,66AD B4CC, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:53.180,66AD B4CC, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:54.162,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:55.144,66AD B4CC, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:09:56.125,66AD B4CC, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:00.281,66AD B4FF, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:01.098,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:01.269,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:02.045,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:02.255,5566 6652, D,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:03.053,55FF FFC0, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:04.055,5566 6664, D,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:05.039,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:06.023,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:07.007,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:07.991,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:08.974,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:09.958,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:10.941,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:11.924,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:12.908,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:13.891,66AD B4CC, E,89,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:14.874,66AD B4CC, E,78,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:15.857,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:16.840,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:17.823,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:18.806,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:19.790,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:20.774,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:21.758,66AD B4CC, E,6A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:22.742,66AD B4CC, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:23.515,66AD B4CC, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:23.727,66CC D2D2, F,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:23.820,66AD B4CC, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:24.711,5566 6652, D,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:24.828,66AD B4CC, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:25.696,5566 6652, D,28,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T10:10:26.681,66AD B4CC, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

