Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-10-28T11:40:30.780,E3B2 71DE, E,E1,2015-10-28T11:40:30.097,ASL/16/3937*20

2015-10-30T09:31:26.273,E3B2 6BFF, E,E1,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:05:12.401,66A9 30CC, C,7E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:05:25.745,42CC 52D2, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:05:39.543,66C4 4252, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:05:41.535,62C8 D0C2, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:05:47.061,3FF9 5A00, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:05:53.104,46A8 A4CC, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:05:55.096,46C8 D2D2, C,9E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:02.884,67ED EE00, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:04.861,06AD B44C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:12.772,60A9 30CC, C,5E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:22.644,66A9 24C4, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:32.551,66CC C292, C,8E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:35.518,64A8 B4CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:37.612,66AD 9484, C,6E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:40.463,47FF F400, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:45.409,66A9 A4CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:50.354,668D B488, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:06:57.279,46AD B48C, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:07:03.385,6488 B48C, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:07:04.382,66CC D0D2, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:07:43.589,66CC C2D0, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:07:45.581,66CC C290, C,5E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:07:58.371,46F7 EFE0, C,7F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:08:25.626,66CC 82D2, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:09:55.361,66CC D2D0, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:10:12.617,642D B48C, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:10:40.877,66CC C2C2, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:10:50.488,66A5 B4CC, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:10:56.707,334B 2A55, D,39,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:11:01.654,64AD 20C0, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:11:14.514,2229 34CC, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:11:40.229,640D A04C, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:11:47.152,662D 94C4, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:11:52.096,6628 3488, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:11:57.040,208D 1440, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:11:59.017,06AC A48C, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:12:05.937,248D A48C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:12:17.799,00A9 A4CC, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:12:31.636,04A9 9444, C,8F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:12:52.916,6620 A4C8, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:12:56.371,460C D2D2, C,3E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:12:59.301,64AD 8088, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:13:05.229,0689 A444, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:13:12.143,662D 30C8, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:13:17.081,662C B4C4, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:13:23.998,4629 80C8, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:13:25.974,66AD B4C4, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:13:36.842,42AD B0C8, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:14:10.433,44AD 3488, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:14:38.086,2689 B44C, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:14:44.012,662D B44C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:14:57.839,66AD B4CC, C,8E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:15:18.443,6629 B4C4, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:15:24.435,408C 4282, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:15:37.672,66AD B0CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:15:43.163,62C8 D2D6, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:15:49.111,6229 34C4, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:15:59.909,66AD B48C, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:16:04.832,468D B44C, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:16:15.643,4689 900C, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:16:28.596,26AC 34CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:16:29.848,66C8 D252, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:16:40.563,66AC B0C0, C,5E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:17:33.503,66CC C2B9, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:17:43.740,660C C2D0, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:18:11.661,64C8 D290, C,5E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:18:21.487,64AC A4C4, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:18:39.622,62A9 944C, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:18:51.069,400C D2D2, C,7F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:18:53.044,6429 B444, C,5E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:18:57.982,46A9 34C8, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:19:01.841,2605 3444, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:19:48.351,264C C090, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:19:58.229,668D 348C, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:20:06.131,66A5 B440, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:20:09.093,04AD B0CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:20:18.970,22A1 94CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:20:28.844,668D A08C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:20:42.779,422D 24C8, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:20:43.656,62CC D2FD, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:20:51.558,468D B48C, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:21:05.264,26AC B08C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:21:09.336,46C8 D290, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:21:13.287,6625 A00C, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:21:18.396,26AD A4C8, C,2E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:21:54.785,5BE6 2000, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:22:01.774,64AD 244C, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:22:26.409,4488 D2C0, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:22:45.186,42A9 94C4, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:22:50.127,6625 A48C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:23:10.135,64A9 B4C4, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:23:34.720,44C4 D974, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:23:56.450,64A0 B4CC, C,3E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:24:15.656,628D 94CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:24:25.754,462C B44C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:24:40.700,66AD A0CC, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:25:35.827,622C B40B, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:26:28.369,46AD A048, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:26:50.173,262D 94B7, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:27:02.225,2621 A4CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:27:26.610,6625 A088, C,1F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:29:08.106,668D 14CC, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:30:31.892,64A5 B488, C,1F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:30:58.547,46A8 A040, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:31:16.584,662D 04C8, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:33:35.551,6680 00FF, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:34:57.321,04BF CA78, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:36:41.198,66A1 A048, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:37:19.017,06AD A4C8, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:38:17.369,408D 3404, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:38:28.066,26A9 24C8, C,1F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:38:41.113,66CC F3E6, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:38:52.062,26A8 B4C8, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:39:04.118,46A9 B0CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:39:53.595,602D B27D, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:40:47.791,66A9 3480, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:40:49.798,334B 2A55, D,29,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:40:50.802,334B 2A55, D,99,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:40:51.803,334B 2A55, F,3A,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:40:52.801,334B 2A55, F,09,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:41:26.529,339F FF80, E,DA,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:41:46.789,64A9 B48C, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:41:51.701,66AD B44C, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:42:02.244,66A9 B4CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:42:06.177,4681 B08C, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:42:08.142,468C 300C, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:42:14.037,440D A4CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:42:44.318,44A1 20CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:42:53.320,4628 3048, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:43:14.266,66AD 94CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:43:23.862,66AC 30CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:44:00.906,42AD 2448, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:44:58.454,60AD B088, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:45:10.461,4628 948C, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:49:06.809,6629 34CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:50:00.103,6405 B00C, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:50:07.829,26A9 B4C0, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:51:07.479,6689 B4C8, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:52:30.513,46AC 3008, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:52:31.511,334B 2A55, E,99,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:53:04.706,339F FF00, E,9A,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:54:50.820,330B 2A15, D,CB,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:55:14.722,64BD 1F38, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:55:15.726,334B 0A55, F,2A,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:55:16.729,334B 2A55, F,A9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:55:17.730,334B 2A55, E,DB,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:55:29.401,334B 2A55, E,99,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:55:30.266,6025 B4C4, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:55:31.216,334B 4B52, E,18,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:55:57.701,334B 4B5F, D,49,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:55:59.762,6624 B4CC, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:56:00.754,334B 4B52, E,29,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:56:01.743,334B 4B52, E,B9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:56:02.729,334B 4B52, E,CA,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:56:05.819,334B 4B5F, E,B8,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:56:14.857,663D B4C8, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:56:33.736,462D B4CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:57:27.515,66AD B4C8, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:58:59.538,66AD B0CC, C,7F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T11:59:57.894,64AD B44C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:00:11.860,460C A440, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:00:12.685,334B 2A55, D,59,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:00:12.858,222C A00C, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:01:38.458,339F FF80, D,39,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:02:20.783,048D B480, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:03:45.556,460D B4C4, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:03:46.538,2609 B08C, C,7E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:04:44.256,26AD 3087, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:05:26.514,46A5 904C, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:08:15.193,622D 30C7, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:09:40.280,6005 1445, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:10:22.671,24AD B084, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:14:25.132,222C B484, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:15:36.291,66AD 34C4, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:17:15.926,662D B484, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:17:45.524,0685 B444, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:18:27.073,64AD B44F, C,7F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:19:11.031,660D A484, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:20:36.153,4429 A0CF, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:21:20.280,260D B00C, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:23:29.549,4228 30CE, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:24:11.750,222C A44E, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:24:26.901,22A5 30CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:25:51.976,2688 BDFE, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:26:20.480,668D B8CC, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:26:34.322,628D B40C, C,4E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:28:29.690,66AD B4C4, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:30:41.742,462D 247D, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:31:10.551,4281 B47D, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:32:22.356,26A9 34CF, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:33:11.992,26AD B0C6, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:33:45.496,66FF FE7C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:35:01.762,66A5 90C0, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:37:07.827,62CC DEFF, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:38:06.383,660C B04C, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:38:41.628,64A9 A048, C,3E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:39:43.868,66FF 6F78, C,1F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:40:25.809,22A9 9448, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:40:52.974,66A5 240C, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:41:06.882,262D B4C4, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:41:37.267,668C B0CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:42:26.161,66AC 108D, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:44:17.006,668F 6F7E, C,7F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:46:44.146,62A9 94C8, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:46:45.132,334B 4B52, C,F9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:46:49.323,334B 4B52, D,8A,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:48:17.479,602C 20CC, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:52:29.959,06AD 34B2, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:52:30.944,334B 4B52, C,AB,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:52:35.805,334B 8000, D,48,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:52:36.792,334B 4B42, E,5A,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:53:05.086,334B 4B52, E,5A,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:53:32.496,22A9 34C8, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:54:01.056,2225 A0CC, C,7F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:57:05.278,662D A444, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T12:57:22.998,267E FFB8, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:01:14.747,66A5 B48C, C,3E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:01:28.350,64AC 8487, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:02:12.838,642D 30C8, C,7F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:03:26.938,468D B04C, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:03:57.109,66AD B4CC, C,3E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:04:25.571,66A9 348F, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:04:28.777,66AD B40C, C,7F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:08:25.818,66F7 3F78, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:09:29.561,64AD 34D7, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:11:45.106,40AD B0C8, C,3E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:12:15.938,6681 80CC, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:13:33.757,268D AFF7, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:13:51.137,660C B0FF, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:14:03.482,334B 4B00, E,69,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:16:52.337,334B 4B52, D,2A,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:17:09.540,66AD B4CC, C,5E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:19:18.782,640D B4E5, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:19:19.776,66CC D052, C,6E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:19:46.065,7EF5 E000, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:20:15.287,6484 D2D2, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:21:42.156,668D A4DF, C,6F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:22:00.973,462D 94C8, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:23:19.346,4625 B6B6, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:25:14.725,60C8 D2D3, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:27:01.870,260D B0C8, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:30:58.212,66A9 B4CC, C,5E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:31:55.575,64AD BF3F, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:33:12.200,6685 2E26, C,2F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:37:50.042,66AD B0CC, C,6E,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:38:09.546,26AC B781, C,3F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:40:34.939,662D 14CC, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:42:43.311,64A9 344C, C,5F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:43:04.873,26AD B0C8, C,4F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:43:40.764,202C B48C, C,7F,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-01T13:43:41.756,334B 4B52, E,98,2015-10-30T09:31:25.589,ASL/16/3937*2B

