Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-09-23T15:28:45.672,E3B2 6BDE, A,E1,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-23T16:21:46.995,28FA 24FF, 6,CD,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-26T08:52:29.117,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:30.100,66AD B4CC, F,9A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:31.084,66AD B4CC, F,A8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:32.068,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:33.051,66AD B4CC, F,9A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:34.034,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:35.018,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:36.001,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:36.210,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:36.984,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:37.198,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:37.966,5566 4B2A, D,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:38.184,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:38.948,5567 FFFF, C,EA,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:39.930,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:40.911,66AD B4CC, F,A8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:45.846,66AD B7FF, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:46.831,66AD B4CC, F,A8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:47.815,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:48.798,66AD B4CC, F,A8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:49.428,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:49.780,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:50.416,66AD B4CC, F,A8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:50.760,5566 4B2A, D,1A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:51.402,66AD BFFF, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:56.585,557F FFF0, D,0A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:57.570,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:58.553,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:52:59.535,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:00.516,66AD B4CC, F,78,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:02.646,66AD B4FF, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:03.634,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:04.620,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:06.298,5567 FFFF, D,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:07.283,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:08.267,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:09.249,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:10.230,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:16.050,66AD B7FF, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:16.676,5566 4B2A, D,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:17.038,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:17.660,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:18.024,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:18.643,5567 FFFF, D,38,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:19.625,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:26.934,66AD B4CF, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:27.918,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:28.900,66AD B4CC, F,A8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:29.270,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:29.880,5566 4B2A, D,58,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:30.258,67FF FF80, F,79,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:31.244,5566 4B2A, D,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:38.159,5566 7FFF, D,5A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:39.143,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:40.125,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:42.616,66AD B4CF, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:43.604,5566 4B2A, D,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:44.590,5566 4B2A, C,E9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:50.051,5567 FFFF, D,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:51.035,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:52.016,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:55.962,66AD 7FFF, F,8A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:56.950,5566 4B2A, D,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:53:57.936,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:03.395,5567 FFFF, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:04.379,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:05.360,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:08.999,66AD B4CF, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:09.987,5566 4B2A, D,49,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:10.973,5566 4B2A, D,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:15.775,557F FFF0, D,49,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:16.759,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:17.740,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:21.727,66AD B4FF, F,AA,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:22.715,5566 4B2A, C,F9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:23.701,5566 4B2A, C,E9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:27.675,5566 7FFF, C,FA,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:28.659,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:29.640,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:34.330,66AD BFFF, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:35.319,5566 4B2A, D,49,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:36.305,5566 4B2A, D,49,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:41.210,5566 4BFF, D,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:42.194,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:43.175,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:46.685,66AD B4FF, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:47.673,5566 4B2A, D,38,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:48.659,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:52.331,5566 4FFF, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:53.315,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:54.297,66AD B4CC, F,79,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:55.278,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:58.976,67FF FFC0, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:54:59.964,5566 4B2A, D,3A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:00.950,5566 4B2A, D,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:02.727,5567 FFFE, D,1B,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:03.712,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:04.695,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:05.676,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:06.657,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:11.576,66AF FFFF, F,9B,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:12.462,5566 4B2A, D,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:12.564,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:13.446,5566 4B2A, D,0A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:13.551,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:14.431,5566 4FFF, D,1A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:15.414,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:16.397,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:17.379,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:18.360,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:22.921,66AD B7FF, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:23.907,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:24.175,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:24.893,5566 4B2A, C,F9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:25.163,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:25.914,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:26.149,66AD B4CC, F,A8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:26.864,5566 4B00, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:27.850,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:28.835,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:29.820,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:30.806,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:31.791,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:32.776,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:33.760,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:34.744,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:35.728,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:36.712,66AD B4CC, F,9A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:36.956,66AD B4CC, F,AA,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:37.696,5566 4B2A, D,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:37.945,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:38.680,5566 4B2A, D,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:38.931,66AD B4CC, F,AA,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:39.663,5566 4BFF, D,3A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:40.647,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:41.630,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:42.614,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:43.597,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:44.581,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:45.565,66AD B4CC, F,B9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:46.550,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:47.533,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:48.518,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:49.117,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:49.502,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:50.105,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:50.487,5566 4B2A, D,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:51.092,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:51.471,5566 4BFF, D,2A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:52.457,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:53.442,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:54.427,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:55.413,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:56.398,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:57.383,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:58.369,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:55:59.354,66AD B4CC, F,78,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:00.339,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:01.215,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:01.324,5566 4B2A, D,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:02.203,66AD B4CC, F,9A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:02.310,5566 4B2A, D,28,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:03.190,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:03.295,5566 4FFF, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:04.280,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:05.265,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:06.249,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:07.234,66AD B4CC, F,A8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:08.219,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:09.203,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:10.188,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:11.173,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:12.157,66AD B4CC, F,9A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:13.141,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:13.375,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:14.126,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:14.364,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:15.110,5566 4B2A, D,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:15.350,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:16.095,5566 4B00, D,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:17.079,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:18.064,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:19.048,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:20.032,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:21.016,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:22.000,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:22.984,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:23.968,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:24.952,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:25.784,66AD B4CC, F,9A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:25.936,5566 4B2A, D,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:26.772,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:26.920,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:27.759,66AD B4CC, F,AA,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:27.905,5566 4B3F, D,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:28.889,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:29.873,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:30.857,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:31.842,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:32.826,66AD B4CC, F,A8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:33.810,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:34.794,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:35.778,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:36.762,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:37.384,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:37.745,5566 4B2A, D,49,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:38.372,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:38.729,5566 4B2A, D,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:39.359,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:39.713,5566 4B2A, D,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:40.344,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:40.696,9FFF C000, D,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:41.680,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:42.664,66AD B4CC, F,A9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:43.647,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:44.631,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:45.615,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:46.599,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:47.582,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:48.566,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:48.861,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:49.550,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:49.849,66AD B4CC, F,79,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:50.534,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:50.836,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:51.518,5566 4B2A, D,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:52.501,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:53.484,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:54.467,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:55.451,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:56.434,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:57.418,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:58.402,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:56:59.386,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:00.370,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:01.354,66AD B4CC, F,9A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:02.339,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:03.323,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:04.308,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:05.293,66AD B4CC, F,78,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:06.278,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:07.263,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:08.247,66AD B4CC, F,98,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:09.232,66AD B4CC, F,9A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:10.216,66AD B4CC, F,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:11.201,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:12.062,66AD B4CC, F,9A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:12.186,5566 4B2A, D,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:13.050,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:13.171,5566 4B2A, D,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:14.037,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:14.156,5566 4B2A, D,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:15.022,66AD B4CC, F,88,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:15.142,7FFF E000, C,F9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-26T08:57:16.127,66AD B4CC, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

